Tree,BS,DBH,DB,V,WP
3451,0,15.4,52,2,0
3452,1,2.1,4,4,1
3453,0,17.5,78,2,0
3454,1,9.3,94,2,0
3455,1,5.7,23,4,1
3456,1,18,20,4,1
3457,1,8.6,60,4,1
3458,1,24.4,4,1,1
3459,1,15.4,56,2,0
3460,0,1.5,34,4,0
3461,0,1.8,87,4,0
3462,0,39.4,8,4,1
3463,1,26.1,66,1,1
3464,1,10.1,34,4,0
3465,0,3.6,46,0,0
3466,1,27.7,73,1,0
3467,1,27.3,53,1,1
3468,1,1.5,59,2,0
3469,1,19.8,76,2,0
3470,0,15.1,97,2,1
3471,1,28.2,8,3,1
3472,1,28.8,85,0,1
3473,1,18.2,54,1,1
3474,1,1.4,50,1,1
3475,0,1.2,66,3,0
3476,1,28.2,32,2,1
3477,1,25.2,35,2,1
3478,0,30.6,79,1,1
3479,1,28.6,73,0,1
3480,1,17.6,83,5,0
3481,0,18,27,1,1
3482,0,38.7,34,3,0
3483,1,16.5,78,2,1
3484,0,24.4,79,2,1
3485,0,13.7,48,2,1
3486,1,22,21,5,1
3487,0,16.5,44,3,0
3488,1,26.6,47,2,1
3489,0,30.7,23,2,1
3490,0,38.7,64,2,1
3491,0,17.5,97,0,1
3492,0,14,86,4,0
3493,0,30.8,50,4,0
3494,1,38.2,12,3,0
3495,1,34.5,13,1,0
3496,1,35.4,7,0,0
3497,0,32.6,27,4,0
3498,0,39.2,19,4,1
3499,0,19.8,57,2,1
3500,0,1.3,6,2,1
3501,1,39.1,8,1,1
3502,1,2.7,9,4,1
3503,1,38.1,54,4,1
3504,1,14.4,2,2,0
3505,0,16.2,47,2,1
3506,1,14.2,6,2,1
3507,1,38.2,15,4,1
3508,0,34.2,64,3,0
3509,0,0.9,35,3,1
3510,0,25.3,35,5,0
3511,1,28.2,73,3,0
3512,0,23.6,85,5,1
3513,1,8.6,94,0,1
3514,1,32.1,67,5,0
3515,1,37.4,29,1,1
3516,0,22.4,92,1,1
3517,1,13.4,54,1,1
3518,0,10.4,59,3,1
3519,0,23.7,54,1,1
3520,0,11.2,68,1,0
3521,0,12,7,2,0
3522,0,19.2,94,2,1
3523,1,6.8,40,3,0
3524,0,15.9,62,2,1
3525,0,16.3,67,5,1
3526,0,9.7,85,5,1
3527,1,34.1,97,4,0
3528,0,19.3,74,3,0
3529,1,23,68,3,0
3530,0,2.1,45,4,0
3531,1,15.7,98,3,1
3532,0,5.1,29,1,0
3533,0,21.3,37,4,1
3534,1,24.9,21,2,0
3535,0,26.2,10,3,0
3536,1,35.3,63,0,1
3537,1,33.3,100,2,1
3538,1,16.4,31,3,1
3539,1,31.1,31,1,1
3540,0,3.8,3,2,1
3541,1,32.7,67,4,1
3542,1,36.1,39,1,0
3543,0,24.6,39,4,0
3544,1,31.2,80,2,0
3545,0,7.7,12,5,1
3546,0,35.3,17,0,0
3547,1,35.9,3,2,0
3548,0,26.5,40,2,0
3549,1,11.9,50,5,1
3550,1,8,61,4,0
3551,0,11.3,7,2,1
3552,1,28.9,94,5,1
3553,0,8.2,19,4,0
3554,0,14.7,9,2,0
3555,1,27.5,71,1,0
3556,1,27,0,3,1
3557,1,34.7,50,1,0
3558,1,17.4,98,2,0
3559,0,7,59,3,0
3560,1,36.4,41,4,0
3561,0,34.8,99,3,0
3562,1,7.2,53,2,0
3563,1,28.5,42,1,1
3564,0,1,20,4,1
3565,1,7.7,95,4,1
3566,0,10.2,57,1,1
3567,1,6.1,11,5,1
3568,0,27.7,17,4,1
3569,1,3.3,29,0,0
3570,1,39.9,51,0,1
3571,0,29,34,2,1
3572,0,20.8,23,3,1
3573,1,3.3,64,4,1
3574,1,27.5,97,3,0
3575,0,36.9,14,2,0
3576,1,25.8,64,3,0
3577,1,36.3,1,3,1
3578,0,32.9,27,1,1
3579,0,17.5,13,5,0
3580,1,31.2,55,1,1
3581,0,6.7,38,1,1
3582,1,37.9,90,2,1
3583,1,6.2,19,1,1
3584,0,15.5,84,3,0
3585,0,36.8,78,3,0
3586,0,0.2,28,4,0
3587,1,39.4,13,3,0
3588,1,21.6,92,3,1
3589,0,25.7,92,4,0
3590,1,15.6,93,3,0
3591,1,25.4,52,3,1
3592,0,17.9,62,5,0
3593,1,24.2,44,5,1
3594,0,5.2,38,3,0
3595,1,8.3,64,0,1
3596,0,6.2,39,4,1
3597,0,24.5,47,2,1
3598,1,8.6,55,3,0
3599,1,16.4,66,1,1
3600,1,7.2,66,0,0
3601,0,13.4,57,5,1
3602,0,38.5,39,3,1
3603,0,15.8,85,5,1
3604,0,15.1,20,1,1
3605,1,39,4,5,0
3606,1,24.9,17,1,0
3607,1,1.6,51,3,1
3608,0,0.8,25,4,1
3609,1,23.1,25,1,0
3610,1,32.1,1,3,1
3611,1,32.5,43,4,0
3612,1,17.2,54,3,1
3613,0,28.5,67,4,1
3614,0,34,26,2,0
3615,0,36.1,88,2,1
3616,1,33.1,88,1,1
3617,0,15.8,66,4,0
3618,0,12.9,46,4,1
3619,1,11,47,1,1
3620,0,35.1,63,4,0
3621,0,6.9,51,3,0
3622,0,17.9,99,2,1
3623,0,0.5,56,5,0
3624,0,9.6,23,0,0
3625,1,12.3,46,2,0
3626,1,4.3,37,4,1
3627,1,22.4,16,1,1
3628,0,35.7,2,4,1
3629,1,16.2,23,3,1
3630,0,18.3,47,3,0
3631,1,14.4,77,1,1
3632,0,7.9,20,0,0
3633,1,38.3,77,3,1
3634,1,23.4,38,4,0
3635,1,10.1,22,2,1
3636,0,38.8,2,4,0
3637,1,15.3,36,0,0
3638,0,15,2,4,1
3639,1,12.9,15,5,0
3640,1,8.9,44,4,1
3641,1,35.6,61,5,0
3642,1,19.9,40,4,1
3643,1,34.1,56,3,1
3644,1,12.8,66,3,1
3645,1,0.3,98,0,1
3646,0,29.5,0,3,1
3647,0,18.3,29,3,1
3648,0,33.7,28,1,1
3649,0,22,64,3,1
3650,1,10.4,20,3,1
3651,0,34.5,26,2,0
3652,0,10.6,61,3,1
3653,1,13.8,22,1,1
3654,1,35.6,39,1,0
3655,0,38.2,20,4,1
3656,1,3.5,20,1,1
3657,0,3.7,66,4,1
3658,1,4.8,33,2,0
3659,0,35.3,31,0,0
3660,0,8.9,60,2,0
3661,0,15.2,51,0,1
3662,1,20.4,54,1,0
3663,1,22.5,19,1,1
3664,0,38,44,2,1
3665,0,13.5,14,4,1
3666,1,3.1,14,3,1
3667,0,15.7,94,5,0
3668,1,7.6,78,2,0
3669,0,5,17,1,1
3670,1,35.4,23,2,1
3671,0,14.5,71,2,1
3672,0,5.5,17,4,1
3673,0,25.5,84,1,0
3674,0,2.3,74,3,1
3675,1,17.3,55,4,1
3676,1,4.7,28,3,0
3677,0,30.5,79,2,0
3678,1,26.8,78,0,1
3679,0,23.8,5,4,1
3680,1,14.9,15,5,0
3681,1,0.6,85,2,0
3682,1,31,94,3,1
3683,1,24.3,99,1,1
3684,1,23.9,57,4,1
3685,0,6.3,68,2,1
3686,1,39.2,78,1,0
3687,0,3.3,55,1,0
3688,1,16.3,70,3,1
3689,1,22.7,68,1,0
3690,1,12.2,61,3,0
3691,0,17.5,67,2,0
3692,0,23.6,99,3,0
3693,0,4,35,4,0
3694,0,11.2,12,1,0
3695,0,9.9,62,4,1
3696,1,1.5,77,4,1
3697,0,24.3,70,5,1
3698,1,20.5,2,2,1
3699,0,4.6,32,4,0
3700,0,6.6,13,4,1
3701,0,36.6,52,3,0
3702,1,3,93,3,1
3703,0,29.9,7,0,1
3704,0,18.9,42,1,1
3705,1,15.1,69,4,0
3706,1,4.3,47,3,0
3707,1,7.7,51,1,1
3708,0,38.6,85,2,1
3709,0,3.3,63,2,0
3710,0,37.5,78,5,1
3711,1,35.7,99,2,0
3712,1,32.4,23,4,0
3713,0,18.8,58,4,0
3714,1,19.3,71,3,0
3715,0,24.8,0,2,0
3716,1,23.8,38,3,1
3717,0,19.2,83,2,0
3718,0,36.5,73,4,1
3719,1,22.5,60,2,1
3720,0,9.1,74,3,0
3721,1,34.3,30,4,0
3722,0,18.7,15,1,1
3723,1,32.4,31,4,0
3724,0,35.4,18,2,1
3725,1,27.6,94,1,1
3726,1,4,90,2,0
3727,1,39.4,82,4,1
3728,1,29.7,97,3,1
3729,0,26.6,33,2,0
3730,1,3.5,67,2,1
3731,1,22.4,57,4,0
3732,0,0.6,41,3,1
3733,1,7.7,84,2,1
3734,1,35.5,82,5,1
3735,0,24.5,23,2,1
3736,1,13.5,8,3,1
3737,0,38.8,20,5,1
3738,1,4,93,2,0
3739,1,10.6,93,1,0
3740,0,31,16,4,1
3741,0,12.6,19,3,0
3742,0,16.2,29,2,0
3743,1,27.3,7,4,0
3744,1,26.2,24,3,1
3745,1,30.1,40,3,0
3746,0,11.3,21,3,1
3747,0,32.8,6,0,0
3748,1,7.5,68,3,0
3749,0,32.1,66,4,1
3750,0,19,47,3,0
3751,1,6,37,1,1
3752,1,14.5,93,4,1
3753,1,29.1,19,2,0
3754,0,15.4,89,2,0
3755,0,25.8,47,4,0
3756,0,38.1,4,3,1
3757,0,13.5,94,4,0
3758,1,19.8,36,5,0
3759,0,32.3,84,4,0
3760,1,9.7,40,2,1
3761,0,10.1,95,2,0
3762,0,9.6,34,4,1
3763,0,35.8,14,0,1
3764,1,28.9,41,3,1
3765,0,27.6,63,3,0
3766,1,13.4,79,1,0
3767,1,12,27,3,1
3768,0,37.3,15,0,1
3769,1,5.2,25,3,1
3770,1,12,24,4,1
3771,1,3.6,57,3,1
3772,0,9.6,0,1,0
3773,1,19.7,26,4,0
3774,1,16.1,18,2,0
3775,1,3,82,0,1
3776,0,29.8,91,4,0
3777,1,0.7,35,3,1
3778,1,17.1,4,0,0
3779,0,2.8,43,0,0
3780,1,39.8,57,3,1
3781,0,9.8,31,4,1
3782,1,18.9,27,4,1
3783,1,35.7,63,3,0
3784,1,26,15,3,1
3785,0,38.8,68,1,1
3786,1,28.3,91,3,1
3787,1,0.4,85,3,0
3788,0,39.9,39,5,1
3789,1,3.4,79,1,1
3790,1,33.9,62,4,0
3791,1,39.2,53,3,0
3792,0,0.2,61,2,1
3793,1,4.3,99,4,1
3794,0,4.5,41,4,0
3795,0,15.7,19,4,1
3796,1,38.3,36,1,1
3797,0,34.6,72,1,1
3798,0,29.5,86,2,0
3799,1,39.8,59,1,1
3800,0,27.4,55,3,1
3801,1,20.1,48,1,1
3802,1,27.5,39,1,0
3803,0,16.9,13,1,0
3804,1,2,45,1,0
3805,0,12.5,47,4,1
3806,0,16.7,20,4,0
3807,1,32.7,23,2,1
3808,1,18.6,28,4,1
3809,0,33.9,21,1,1
3810,0,26.9,53,1,1
3811,1,17.7,55,1,0
3812,0,16.9,31,2,1
3813,0,26.9,6,4,0
3814,1,9.7,42,0,1
3815,1,34.4,3,3,0
3816,1,6.8,54,4,1
3817,1,3.7,11,2,1
3818,1,5.8,33,1,0
3819,1,36.2,12,1,1
3820,1,28.7,14,0,0
3821,0,2.1,97,0,0
3822,1,14.3,84,1,1
3823,0,33.9,5,1,0
3824,0,28.1,85,3,1
3825,0,37.8,67,1,1
3826,1,6.6,1,3,0
3827,0,34.4,56,3,1
3828,0,0.9,21,4,0
3829,0,19.2,36,2,1
3830,1,34.4,37,3,1
3831,0,10.8,45,1,1
3832,0,36.1,25,3,1
3833,1,3.4,41,3,1
3834,1,10.7,60,3,0
3835,0,13.5,45,4,1
3836,0,4,28,2,0
3837,0,34.3,38,1,1
3838,0,16.6,16,4,1
3839,0,9.9,21,4,0
3840,1,16.2,98,0,1
3841,1,37.7,39,4,0
3842,0,25,34,4,0
3843,0,19.2,78,4,1
3844,0,34.5,90,2,1
3845,1,19,32,0,0
3846,1,35.8,36,1,0
3847,0,37.8,39,4,0
3848,1,25.4,78,3,0
3849,0,15.3,19,2,1
3850,0,3.6,54,2,1
3851,1,18.8,26,4,0
3852,0,2.6,68,2,1
3853,0,2,10,3,0
3854,1,10.1,19,4,1
3855,1,25,50,2,0
3856,0,27.5,75,2,0
3857,0,3.9,96,3,1
3858,1,28.9,96,1,1
3859,0,22.4,81,5,1
3860,1,17,41,2,1
3861,1,21,92,3,0
3862,0,35.1,5,4,0
3863,1,0.7,34,1,1
3864,1,5.3,83,4,0
3865,0,30.6,81,5,0
3866,0,29.6,9,5,0
3867,0,23.4,35,2,1
3868,1,11.1,79,4,1
3869,0,34.2,44,5,1
3870,1,39.9,65,3,1
3871,1,37.4,5,2,0
3872,1,13.3,9,2,1
3873,0,36.8,60,4,1
3874,1,10.8,82,4,1
3875,1,39.1,4,2,0
3876,0,14.3,62,3,1
3877,1,36.7,97,0,0
3878,0,31.3,55,3,0
3879,0,11.7,30,4,0
3880,1,31.6,94,4,1
3881,1,33.1,58,4,0
3882,1,30,70,4,1
3883,0,21.4,42,4,0
3884,0,30.3,91,2,0
3885,1,34,28,0,1
3886,0,20.4,34,4,1
3887,1,34.4,16,3,0
3888,1,16.2,27,1,0
3889,1,26.9,69,3,1
3890,1,23.1,80,2,1
3891,1,11.1,30,0,1
3892,0,19.1,31,4,1
3893,0,28.7,53,0,1
3894,0,12.5,10,3,1
3895,0,20.6,45,2,1
3896,1,23.1,19,3,1
3897,1,21.3,93,1,1
3898,0,28.9,71,4,1
3899,1,39.5,22,3,0
3900,1,29.3,92,4,1
3901,0,38.8,30,3,0
3902,1,19.5,94,2,0
3903,1,38.9,3,5,0
3904,0,8.6,99,2,1
3905,1,15.5,1,0,1
3906,1,21.5,36,1,0
3907,1,8.8,31,2,1
3908,1,9.7,31,4,0
3909,0,28.3,32,3,1
3910,0,12.2,72,2,1
3911,1,38,27,1,1
3912,1,6.3,8,2,1
3913,0,1.1,23,1,1
3914,0,35.1,49,2,0
3915,0,7.1,77,2,1
3916,0,13.8,41,4,1
3917,0,24.5,44,3,0
3918,0,23.6,77,2,1
3919,0,1.9,67,1,1
3920,0,6,48,1,0
3921,1,28.8,20,5,1
3922,0,34.6,83,2,1
3923,1,1.1,70,2,0
3924,1,14.4,31,5,1
3925,1,3.6,28,3,1
3926,0,28.8,76,1,1
3927,0,10,80,2,0
3928,1,7.4,95,3,1
3929,0,0.4,49,3,1
3930,1,4,40,4,1
3931,0,39.9,48,1,0
3932,1,2.9,38,0,0
3933,1,22.6,5,4,1
3934,1,14.9,45,4,0
3935,0,12.1,74,4,0
3936,0,37.2,96,0,0
3937,1,30.3,49,4,1
3938,0,38.9,1,2,0
3939,1,18.4,45,4,1
3940,0,38.5,22,1,1
3941,0,4.9,30,5,0
3942,1,28.8,47,0,0
3943,0,32.5,86,1,0
3944,1,35.3,13,5,0
3945,0,17.6,45,0,1
3946,0,33.5,29,0,0
3947,0,27.7,0,2,0
3948,1,21.3,99,3,1
3949,0,34.3,59,4,0
3950,0,32.6,57,0,0
3951,1,38.8,92,3,0
3952,1,6.8,46,1,1
3953,1,18.9,42,3,1
3954,1,22.4,1,3,0
3955,0,36.7,69,4,1
3956,0,3.2,5,1,1
3957,1,14.2,88,0,0
3958,1,16.7,31,5,1
3959,0,25.9,16,3,0
3960,0,37.3,76,2,1
3961,0,23.4,22,0,0
3962,0,20.7,28,5,1
3963,1,21.1,35,2,1
3964,1,0.6,60,4,1
3965,0,18.2,95,0,1
3966,0,40,2,4,0
3967,0,22.8,27,3,0
3968,0,37.2,73,3,0
3969,0,32.8,18,1,1
3970,0,39.7,58,1,0
3971,1,15.2,22,4,0
3972,1,11,80,2,1
3973,1,2.4,56,3,1
3974,0,9.1,32,1,1
3975,0,3.7,5,4,1
3976,1,18.6,78,1,1
3977,1,6.4,42,4,0
3978,0,6.4,14,3,0
3979,0,27,97,3,1
3980,1,13.3,82,4,0
3981,0,0.6,27,2,0
3982,1,30.6,94,5,1
3983,0,18.9,25,1,1
3984,1,24.6,86,3,0
3985,0,8.4,7,4,1
3986,1,0.8,54,1,0
3987,1,15.6,8,4,0
3988,1,39.9,56,2,1
3989,1,39.3,62,3,0
3990,1,34.2,60,3,0
3991,0,8.8,65,5,0
3992,0,17,64,4,1
3993,0,9.9,83,2,0
3994,0,13.4,88,4,0
3995,0,3.2,52,3,0
3996,0,0.8,52,4,0
3997,1,16.4,46,2,1
3998,0,36.8,23,3,0
3999,0,23.1,50,1,1
4000,0,10.3,55,1,1
4001,0,1.3,81,4,0
4002,0,15,95,2,0
4003,0,13.2,45,1,0
4004,0,26.3,50,1,1
4005,1,22.5,79,4,1
4006,1,3.4,83,3,0
4007,0,16.3,100,1,0
4008,1,33.1,78,3,0
4009,1,16.2,95,3,1
4010,0,19.1,57,1,0
4011,0,29.2,2,3,1
4012,0,12.2,30,3,0
4013,0,38.4,47,2,0
4014,0,18.5,0,1,0
4015,0,38.7,68,4,0
4016,1,22.2,50,3,1
4017,0,35.8,5,4,1
4018,0,39.1,30,2,0
4019,1,7.3,81,1,1
4020,1,12.5,32,3,0
4021,0,15.6,73,4,1
4022,1,10,50,2,0
4023,1,18.1,93,3,1
4024,1,28.7,3,1,1
4025,1,8,58,4,0
4026,1,10.6,10,4,0
4027,1,19.9,68,2,1
4028,1,34.1,47,4,1
4029,0,38.7,98,2,0
4030,1,9.2,97,3,0
4031,0,20.1,74,2,1
4032,0,33.4,73,3,1
4033,1,24.6,85,1,0
4034,1,36.3,10,4,0
4035,1,20.4,36,2,0
4036,1,14.6,54,1,0
4037,0,21.5,73,4,0
4038,0,7.9,89,1,0
4039,0,21.9,52,3,1
4040,0,12.8,1,4,0
4041,1,28.1,58,3,0
4042,1,38.7,46,5,0
4043,1,7,61,1,1
4044,1,39.3,76,1,1
4045,1,34.6,33,3,1
4046,1,39.7,67,4,0
4047,0,6.4,8,2,1
4048,1,38.6,14,3,1
4049,0,10.8,68,4,1
4050,1,39.2,9,3,1
4051,0,12.9,69,3,0
4052,1,28.8,13,1,1
4053,0,32.5,52,3,0
4054,0,28.4,27,2,0
4055,1,12.8,35,0,0
4056,1,39,52,0,0
4057,0,34.4,96,2,1
4058,0,23.2,7,4,0
4059,1,25.9,86,1,1
4060,1,1.6,91,2,1
4061,1,13.4,71,2,1
4062,1,28.1,65,3,0
4063,0,38.4,56,5,0
4064,0,6.8,72,5,1
4065,1,34.4,91,4,0
4066,1,25.9,15,5,1
4067,0,5.3,89,5,0
4068,1,1,67,4,0
4069,1,29.5,79,2,1
4070,0,34.6,24,4,1
4071,1,19,71,0,1
4072,1,36.2,56,2,0
4073,1,37.7,48,2,1
4074,0,4.9,79,4,0
4075,1,17.5,60,5,0
4076,1,3.7,98,4,0
4077,1,15.6,3,1,1
4078,0,10.6,77,0,0
4079,1,35.3,86,4,1
4080,1,15.3,70,4,0
4081,0,0.7,64,5,1
4082,0,14.6,7,5,1
4083,1,10,2,4,0
4084,1,15.8,44,4,1
4085,0,32.2,6,0,0
4086,1,9.4,9,3,0
4087,1,2.7,34,1,0
4088,0,31.6,53,2,1
4089,0,1.7,40,4,0
4090,1,2.9,69,2,0
4091,0,24,72,1,1
4092,1,16.8,64,5,0
4093,1,4.7,53,1,0
4094,1,9.2,18,1,0
4095,0,12.4,26,1,0
4096,0,28.5,2,4,1
4097,0,37.4,2,5,0
4098,1,12.5,60,2,1
4099,1,12.7,8,1,0
4100,1,27.5,71,5,1
4101,1,26.3,85,3,0
4102,0,22.4,22,4,0
4103,0,30,56,3,1
4104,0,9,14,1,1
4105,0,34.7,49,4,1
4106,0,34.3,43,3,1
4107,1,10.5,83,2,1
4108,1,13.6,4,3,0
4109,1,39.6,16,4,0
4110,1,37.3,72,3,0
4111,1,15.8,7,3,0
4112,1,34.6,17,0,0
4113,1,37.4,96,1,1
4114,0,32.2,60,4,0
4115,0,7,10,5,1
4116,1,18.8,31,5,1
4117,1,12.4,65,4,1
4118,1,31.3,84,0,1
4119,0,4.4,80,4,0
4120,0,36.3,44,0,1
4121,1,35.2,28,5,0
4122,0,6.2,6,1,0
4123,1,23.7,24,2,0
4124,1,17.1,80,4,0
4125,0,5.8,22,2,1
4126,1,28.9,53,4,1
4127,1,36,35,2,0
4128,0,31.2,69,3,0
4129,0,12.5,42,2,0
4130,1,40,56,4,1
4131,0,32.6,88,0,1
4132,1,32.5,2,2,0
4133,0,6.8,19,4,0
4134,1,21.6,13,0,0
4135,1,25.6,69,4,0
4136,1,18,17,4,1
4137,0,13.2,41,5,0
4138,0,30.1,51,3,0
4139,0,37.8,69,3,0
4140,0,13.7,68,4,0
4141,1,10.3,30,2,1
4142,1,3.8,82,4,1
4143,0,37.5,80,1,1
4144,0,6.7,37,4,1
4145,1,28.2,70,1,0
4146,0,37,8,3,1
4147,1,18.8,83,2,0
4148,0,37.4,69,0,0
4149,1,22.9,72,1,1
4150,0,3.1,37,0,1
4151,1,26.4,12,3,0
4152,0,21.4,83,2,0
4153,0,13,92,3,0
4154,0,37.4,57,1,1
4155,1,14.7,95,2,1
4156,1,9.7,48,1,1
4157,1,14.4,10,0,1
4158,1,14.4,29,4,0
4159,0,26.8,19,3,0
4160,1,24.6,5,0,1
4161,1,10.9,57,1,0
4162,0,5.1,62,3,1
4163,0,34.6,83,4,1
4164,0,33.5,12,2,1
4165,1,10.4,32,2,1
4166,0,11.1,31,2,0
4167,0,9.7,72,3,0
4168,0,32.9,49,4,1
4169,1,9.2,82,1,1
4170,0,2.6,45,4,1
4171,0,3.6,73,1,1
4172,0,25.6,58,1,0
4173,1,30.3,62,0,0
4174,1,38.1,50,1,0
4175,0,15.8,69,3,0
4176,0,6.8,23,1,1
4177,0,29.5,19,2,0
4178,0,32.9,31,5,1
4179,1,14,24,1,0
4180,0,35.7,38,0,0
4181,1,39.1,32,4,0
4182,1,10.7,29,2,0
4183,1,28,95,2,1
4184,0,25.2,21,3,1
4185,0,24.2,15,2,0
4186,1,10.2,81,3,1
4187,1,12.9,64,3,1
4188,0,20.7,70,4,0
4189,0,13.5,99,2,0
4190,1,3.3,52,2,0
4191,1,21.6,72,1,0
4192,1,0.3,37,0,1
4193,0,33.7,39,3,0
4194,1,11.5,72,5,1
4195,1,38.9,34,3,0
4196,1,17,72,3,1
4197,1,9.5,61,4,0
4198,0,22.1,59,4,0
4199,0,26.3,29,0,0
4200,0,36.8,61,3,0
4201,0,9.7,44,2,1
4202,0,13.1,35,4,0
4203,1,30.1,54,4,0
4204,1,24.5,68,1,0
4205,0,38.4,26,2,1
4206,0,32.8,6,3,0
4207,0,7.8,5,2,1
4208,1,12.1,21,1,0
4209,1,15.1,84,0,1
4210,1,11.8,20,0,0
4211,0,10.7,64,1,1
4212,0,36.5,93,2,0
4213,0,23.3,44,3,0
4214,1,19.8,85,3,0
4215,1,25.6,64,4,0
4216,0,12.4,30,1,1
4217,0,19.7,11,3,0
4218,0,35.6,46,2,1
4219,0,24.6,35,5,1
4220,1,36.2,21,4,1
4221,1,16.1,38,3,0
4222,1,1.9,5,4,1
4223,0,39.8,37,1,0
4224,0,12,57,0,1
4225,0,39,18,2,0
4226,1,34.2,94,2,0
4227,0,10.2,31,1,0
4228,1,38.2,71,1,0
4229,1,11.7,98,3,1
4230,0,2.2,16,4,1
4231,1,20.8,92,0,1
4232,1,3,98,4,1
4233,0,35.2,74,2,1
4234,0,37,42,5,0
4235,0,28,8,2,1
4236,1,16.9,71,3,1
4237,1,38.7,59,2,1
4238,1,32.2,68,4,0
4239,1,27.4,3,2,1
4240,1,36.3,34,5,0
4241,0,13.8,71,0,1
4242,1,29.6,57,2,1
4243,1,23,77,2,1
4244,0,16,47,5,0
4245,0,26,61,2,1
4246,1,24,20,3,1
4247,0,14.2,37,3,0
4248,1,3.1,15,4,0
4249,1,19.2,43,5,0
4250,1,20.6,17,1,0
4251,1,15.2,69,4,0
4252,0,39.8,88,0,0
4253,0,15,31,4,1
4254,0,20,33,1,0
4255,0,24.1,63,3,1
4256,0,37.8,90,5,0
4257,1,28.9,79,4,1
4258,0,5.4,15,2,1
4259,0,28.6,14,3,0
4260,1,12.9,98,2,1
4261,1,25.8,88,3,1
4262,1,23.8,50,0,1
4263,0,4,100,0,0
4264,0,26.3,84,1,1
4265,1,14.9,1,0,1
4266,1,34.7,46,4,0
4267,1,26.5,85,0,0
4268,1,29.3,31,2,0
4269,1,9.1,43,1,1
4270,0,13.1,62,4,1
4271,0,24.8,66,3,1
4272,1,31.9,43,3,0
4273,1,22.3,60,2,0
4274,0,4.2,64,4,0
4275,0,4.4,51,5,0
4276,1,5.8,88,4,0
4277,0,6.1,69,4,1
4278,0,37.6,3,0,0
4279,1,2.5,12,1,0
4280,0,24.2,59,5,0
4281,1,30.8,72,4,1
4282,0,10.6,8,0,0
4283,0,33.6,21,2,0
4284,0,0.5,18,2,0
4285,0,5.9,93,3,0
4286,0,15.1,47,4,0
4287,1,34.8,96,3,0
4288,1,36.6,95,5,0
4289,0,10.7,32,1,1
4290,1,28.7,2,1,0
4291,1,11.6,83,5,0
4292,1,21.1,97,2,0
4293,1,13.5,73,3,1
4294,0,4.4,8,2,1
4295,1,25.7,32,1,0
4296,0,31.3,45,3,1
4297,1,19.4,77,0,0
4298,1,21.8,46,3,0
4299,1,24.9,17,1,0
4300,1,23.5,84,1,1
4301,0,21.1,29,4,1
4302,1,27.1,4,2,1
4303,0,23.3,58,1,1
4304,0,9.6,6,1,0
4305,1,35.9,75,0,0
4306,1,11.3,96,1,0
4307,0,18.7,17,2,1
4308,1,32.8,30,3,1
4309,1,36.7,46,0,1
4310,1,35.8,79,3,1
4311,0,3.3,23,4,1
4312,0,2.4,19,5,1
4313,0,16.7,8,3,0
4314,1,12.8,72,1,0
4315,1,19,61,2,1
4316,1,32.9,38,2,0
4317,1,7.4,94,5,0
4318,1,5.2,14,1,1
4319,0,28.7,78,4,0
4320,1,32.9,75,3,1
4321,0,12,73,0,0
4322,0,21.1,28,0,1
4323,0,32.9,37,5,0
4324,0,37.4,11,2,1
4325,0,3.2,94,4,1
4326,1,10.8,90,3,1
4327,1,29.7,25,1,1
4328,1,30,28,1,0
4329,1,33.6,4,4,0
4330,1,11.2,22,2,1
4331,0,1.8,52,3,1
4332,0,35.8,25,2,0
4333,1,25.9,41,1,1
4334,1,8.5,0,5,0
4335,1,28.4,44,3,1
4336,0,39.4,26,3,0
4337,1,39.2,7,2,0
4338,1,12,24,1,1
4339,0,4,66,0,1
4340,1,16.8,2,3,1
4341,1,21.1,5,1,0
4342,0,33.7,0,1,1
4343,1,39.9,55,5,1
4344,1,25.4,75,3,0
4345,1,32.7,95,1,0
4346,1,17.2,77,1,1
4347,1,1.7,65,2,0
4348,0,6.8,42,1,1
4349,1,14.8,24,3,1
4350,1,37.5,68,2,0
4351,1,33,87,4,0
4352,0,31.1,88,5,1
4353,0,7.2,53,3,0
4354,1,29.8,40,5,0
4355,0,8.2,23,3,0
4356,1,11.1,74,3,1
4357,0,15,10,4,0
4358,1,25.3,67,1,0
4359,1,9.4,14,1,0
4360,0,18.2,83,0,0
4361,1,34.5,8,0,0
4362,1,32.3,0,4,0
4363,0,33,90,5,0
4364,1,18.1,31,0,0
4365,0,20,21,4,0
4366,1,37.7,11,0,0
4367,1,11.2,8,2,1
4368,1,3.5,71,1,1
4369,0,37.7,74,3,0
4370,0,27.2,9,2,0
4371,1,38.4,83,3,1
4372,1,20.2,67,0,1
4373,0,16.7,52,4,0
4374,1,34.7,67,1,0
4375,0,34.1,49,3,1
4376,1,28.3,8,3,0
4377,1,3,58,5,0
4378,0,25.8,98,4,0
4379,0,15.8,71,1,1
4380,1,19.1,89,5,0
4381,0,23.9,70,1,0
4382,1,27.6,59,2,1
4383,1,34.3,68,5,1
4384,1,35.7,87,3,1
4385,0,5.9,89,3,1
4386,1,21.5,18,1,1
4387,0,13.6,24,4,1
4388,0,2.7,17,3,0
4389,1,10.5,21,2,1
4390,1,17.1,67,3,1
4391,0,38.2,64,4,0
4392,0,38.3,49,3,1
4393,0,10.9,36,4,0
4394,0,12.4,78,4,1
